comment,labels
áo mỏng . thất vọng về sản phẩm..... áo ko giống như giới thiệu dản phẩm..... chốt lại là chán ,0.0
Tiki giao hàng lỗi. Bị ố bẩn. Áo hôi. Đề nghị liên hệ lấy lại hàng hoàn tiền cho KH Hàng bị ố bẩn. ,0.0
ko được rộng và ko có túi ,0.0
Áo mặc nóng vải dày giặc thì bị trôi hình ,0.0
"shop giao cho mình cả 2 cái size XL nha mình mặc rộng quá
mình đặt 1 XL 1 L mà ",0.0
màu hơi đậm ,0.0
"em cần hoàn tiền và hoàn trả sản phẩm ạ 
áo quá mỏng và chất liệu quá khác so với hình nên em cảm thấy mình không hợp cho lắm ",0.0
Mình 1m7 nặng 68kg đặt áo XL mà áo mình nhận được mặc ngang bụng. Là mình cao quá hay là áo ngắn quá ,0.0
áo nhận ko phải là áo như trong hình dỏm cực kì dỏm luôn ấy hàng dỏm,0.0
"Tôi không hài lòng với cách làm việc  của Tiki.Tôi mua áo hoodie chứ không  phải áo khoác,mong Tiki bồi thường cho tôi Giao hàng không đúng hình ảnh",0.0
"cổ áo rất nhỏ nhét đầu không vừa, ko hiểu luôn? :)) dù mua 1 size bự hơn so với bảng size? :)) ",0.0
"Đặt size M, giao L. Áo dơ, có đốm đen, giặt ko ra, nút sứt chỉ muốn rớt ra luôn, y như áo mặc rồi. CHÁN ",0.0
mua sz M mà gửi size XXL. quá thất vọng. tiki cho hỏi đổi hàng như nào. mong support thất vọng,0.0
Màu đỏ Đô đây! Nhìn ko tả nổi luôn. Shop giao nhầm màu Thất vọng!,0.0
"Quá tệ. Mình đã thấy áo này bên ngoài, do lại shop hay mua hết màu trắng, về lướt thấy hình trên tiki, đặt mua, nhận hàng làm mình thất vọng quá. Bỏ luôn, không dùng được. Sản phẩm không giống hình.",0.0
Hàng k như hình mình đề nghị tiki đổi lại giúp. chứ đặt cái này ra cái khác là s. lm ăn như vậy sao coi đc ,0.0
"áo không giống với mẫu. thất vọng quá 
bây h muốn đổi trả phải làm sao ??? ",0.0
"Chất vải thun không phải len
May cẩu thả không có điểm nào giống với hình Quá tệ",0.0
"Thà bán đúng hình giá hơn xíu chứ đừng lừa bán áo không giống hình, mình muốn đổi lại Không giống hình",0.0
Thấy không giống trong hình tý nào cả thất vọng toàn tập Tệ,0.0
hàng không đúng ! bự như cái mềnh . yêu cầu bồi thường :))) ,0.0
"áo quá rộng, cần được hỗ trợ đổi hàng ",0.0
"Bản hướng dẫn ko rõ ràng , xem hoài cũng ko hiểu ",0.0
"Áo size M mà rộng dài như XL, định mua mặc Tết mà giao hàng chậm 2 tuần. Không biết có phải hết size rồi lấy mác M gắn vào XL để giao không. Áo này chắc phải cao 1,65 và mập ú mới mặc được. Thất vọng ",0.0
"mua áo hình màu đen, tay áo màu đen, mình áo màu xám, mà giao tay áo màu xám còn mình áo màu đen ",0.0
"Giao màu k đúng như hình. 
Bảng size k chuẩn nên dẫn đến lựa size sai. ",0.0
"Áo rất tệ nha, mình là người dễ tính nhưng cũng ko chấp nhận dc ",0.0
"M mua roi,k dc đẹp nhu hình ,tóm lai k đẹp ,size l nhung rong nhu xxl ",0.0
Sản phẩm cộm nách. chất liệu chấp nhận được ,1.0
"Kệ giao bị móp méo, đề nghị tiki và NCC đổi hàng. ",0.0
"Chất áo khá dày mặc dù len mượt, dáng áo khá nhỏ (mặc dù mình mua size M) và không thon gọn như hình (tay áo khá nhỏ, do dày nên khá ôm chứ không rũ). Dáng áo không thon gọn như hình",0.0
"Chất len khá mềm, kiểu dáng đơn giản phù hợp khi khoác ngoài chân váy xòe khi thời tiết hơi xe lạnh TẠM ĐƯỢC",1.0
"Sản phẩm chất liệu len khá xấu, không đẹp như hình chụp Đánh giá mức độ hài lòng",0.0
chọn màu đỏ gửi màu hồng. nón bị rát nhưng màu cũng dc ,1.0
hàng đẹp nhưng nhỏ hơn so với bé. làm sao đổi trả đây? ,0.0
ao ok nhu hinh.mác hoi nong ,1.0
"Hàng rất xấu , ko đẹp như ảnh Quảng Cáo  .
chất liệu vải khá mỏng , đường may thô 
rất không hài lòng vì Tiki lại phân phối hàng kém chất lượng đến người tiêu dùng . ",0.0
Áo không như hình mẫu. Quá nhỏ. Áo ghi thương hiệu Haint Bouique 07 nhưng lại không nhãn mác giống như hàng nhái. Mọi người không nên mua. không hài lòng,0.0
"Áo xấu, vải mỏng quá tệ ko bao giờ mua hàng ở đây nữa ",0.0
Ao ko nhu hình....ban nao co 45kg tro xuong thi Mac chắc vua nha... K,0.0
áo không giống hình ảnh tôi đặt và tôi đang yêu cầu đổi trả ,0.0
chon hinh mau zay ma gui cai gin k biêt.gui lai đi.k đung nưa là thôi lun nha ban rât rât không  hai long luôn,0.0
"Cảm thấy như bị lừa, thấy ngoài chợ cũng có bán loại áo này mà vẫn đặt tiki, v mà áo không giống chút nào, bán cái loại áo gì đó thấy ghê Không quay lại",0.0
chẳng giống như hình áo lại còn ngắn nữa cảm thấy không đc jafi lòng cho lắm 😢😢 ,0.0
"Hình ảnh khác xa với sản phẩm. áo đặt là áo ngắn, giao hàng áo dài hơn đầu gối. ",0.0
quá mỏng manh và hơi ngắn. dài thêm khoảng 20 cm thì dễ thương hơn ,0.0
quá thất vọng đặt một đường giao một nẻo ,0.0
"Lần đầu giao áo cũ như hình. Lần hai cũng cũ, phai màu ở hai tay, nhưng chưa chụp để up lên được ",0.0
"Chất áo thực sự rất tệ,len dễ bị bung ",0.0
ko hài lòng với sp này vui lòng liên lạc đổi lại giúp mình nhé ,0.0
tôi là người mới mua hàng trên tiki nhưng qua mấy chiếc áo tôi mua thì thấy chưa ưng ý. sp được giao nhanh chóng nhưng màu sắc và chất liệu khác xa so với hình ảnh. Tôi thấy rất thất vọng. ,0.0
shop ơi làm ăn vậy chết rồi để trên giá đơn có 119 với tiền ship có 18k mà thấy hàng tới 257k shop làm ăn vậy chết rồi shop ơi ,0.0
Đặt mua 1 mẫu shop gửi 1 mẫu khác .... hhhhhhhhhhhhhj Đặt mua 1 mẫu shop gửi 1 mẫu khác... không được vừa lòng cho lắm,0.0
"Ko đúng mẫu như trong hình , tôi rất thất vọng .đúng là treo dầu dê bán thịt chó ",0.0
"mình đã rất bất ngờ khi nhận hàng,sai sót là điều khó tránh,nhưng sai kiểu này,phiền lòng người mua lắm,đợi đổi hàng rất khó chịu,hy vong những đơn hàng sau shop cần thận kiểm tra trước khi đóng gói ",0.0
áo ngắn. ko giống hình. mặc k đẹp. k đáng tiền... ,0.0
"Áo hơi rộng, chất lượng bình thường, k hài lòng lắm ",0.0
"Chất liệu xấu, size thực nhỏ, chỉ tương đương MS, ko đúng size XXL ",0.0
"Đặt dáng dài thì nhận cái ngắn cũn, chất len và màu sắc không đúng hình. Có thể cho đổi được ko? ",0.0
chất liệu không đc như mong đợi ,0.0
"Vải quá mỏng, mặc vào như không mặc gì. Mình cũng nghĩ là giá rẻ nhưng chất lượng thì hơi tệ quá, mỏng cảm giác như không thể mỏng hơn được nữa Quá mỏng",0.0
"Vải mỏmg thưa , không như sp mình đã ở nơi khác ",0.0
Sản phẩm quá mỏng so voi hình ,0.0
chọn size L mà Shop gửi size S.k dừng ở đó áo thì bị may ngược chổ cổ và bị cắt ở hai cổ tay và chổ eo!!!Mong shop xữ lí tốt ạ không hài lòng,0.0
"mình mua 2 màu màu trắng giao ok, màu cam rất tệ mình mua áo màu cam giao màu hồng,áo lên vải rất mỏng  , đổi hàng được ko shop ",0.0
"Áo chất kém, mỏng, bụng lại phồng rộng ra.
Chả hiểu sao có cái áo thế nữa.
Chúc Shop buôn may bán đắt :)))) 200k cho cái áo ướm lên không muốn mặc lần 2.",0.0
Qúa chật so với size cổ áo chật lắm mặc vào cởi ra rất chật khó chịu lắm ,0.0
"Shop oder nhầm saiz cho mình roi.................:.,..... ",0.0
Mới mở hàng lại thấy bung chỉ ,0.0
không đung như tưa sach . tôi thây rât thât vong ,0.0
cùng đặt 1 lúc 2 áo mà giao áo mầu xám thì vừa vặn còn áo này dài hơn 4cm .Đề nghị Ti Ki hỗ trợ đổi hàng ,0.0
"màu không giống hình quảng cáo, thất vọng quá, 😖😖😖😖 áo len",0.0
Hình ảnh bán và sản phẩm giao rất không khớp nhau. Tiki thì giao hàng được rồi đó nhưng mà hàng không đúng thì uy tín của tiki cũng giảm đó nên mong tiki thu hồi lại và đổi sản phẩm cho mình. Thân ái Thật sự thất vọng,0.0
"nghĩ sao mà giao cái áo ko hề giống hình ảnh 1 chút, sai màu, vải xấu ko thể tả. ",0.0
"Áo rộng thùng thình, cũ, mỏng, cổ rộng .Quá thất vọng Áo quá xấu",0.0
"Thực tế vải không đẹp như hình ảnh, không hài lòng...từ nay không mua quần áo trên mạng nữa. ",0.0
Áo quá nhỏ .Mặc k vừa . Cho bé lớp 3 mặc dc ,0.0
Áo k có bo tay và bo lai áo. K giống hình.lần đầu đặt hàng mà thất vọng quá ,0.0
"Chào shop Minh đả nhận hàng và mở ra áo bị lủng lổ,ghi là hai túi nhưng chỉ có 1 túi
Lủng lổ vậy sao mặt nhờ shop thu hồi lại và đổi dùm mình cái khác ",0.0
bạn có chắc chắn đây là xxl mình đã dặt không ? quá bé không ra gì lừa đảo à không giống tý nào quá thất vọng ,0.0
"Áo không giống mẫu đăng, vải rất xấu và mỏng. Thật sự thất vọng về chiếc áo này!! 
Được cái tiki giao hàng rất nhanh! Áo không giống mẫu",0.0
"Mình đặt size XL mà nhận được áo quá nhỏ, không thể vừa. Mình 1m7 70kg
Chất liệu kém, đường may ở cổ đã bung 1 ít sợi Không như ảnh trên tiki",0.0
"áo mỏng ko thể gọi là len đc, size cũng hơi nhỏ. với lại tay và cổ không giống ảnh. ko giống ảnh.",0.0
"Áo nhìn như cái giẻ lau vậy, vải còn mỏng hơn quần lót của mình nữa. Mọi người né shop này ra nhé. Bán hàng không có tâm chút nào 😑 sản phẩm không giống hình",0.0
mình đã đặt hàng và áo k giống trong hình và cỡ áo quá nhỏ so với size mình đã đặt. thật sự thất vọng Quá tồi,0.0
"áo quá rộng, cần đổi hàng ",0.0
"áo giao bị ẩm ướt, lem màu. thật sự rất thất vọng!!!! muốn trả hàng or đổi lại thì ntn? ",0.0
"Dam thi được nhung áo ở ngoai vai như bao bố vay, cứng thô khó chịu khi mặc lắm ",0.0
áo xả 7 nước rồi mà vẫn còn ra màu. mặc vô đi không để ý lông lá dính đầy mình đuôn ,0.0
"quá tệ, hình 1 nơi giao hàng 1 ngã, chất liệu vải cũng khác nhau, thất vọng quá 
bây h muốn đổi trả phải làm sao ",0.0
"Mình chọn màu nâu mà shop lại giao màu đỏ đô cho mình?? Thật sự thất vọng, áo thì đúng là mỏng thật, vải nhăn. Thất vọng màu áo. Không giống như mô tả",0.0
"hình 1 kiểu còn giao áo 1 kiểu, chả hiểu nổi luôn 😑 áo không giống ảnh",0.0
"giao sản phẩm khác hình
quá tệ ",0.0
Hàng giao khác hoàn toàn với hình chụp.. Muốn trả lại shop😡 rất không hài lòng,0.0
"Giao hàng không đúng mẫu như hình, rất không hài lòng Giao hàng không đúng mẫu như ảnh",0.0
hàng khác xa so vs ảnh của shop.😖😤🤬 ,0.0
áo quá rộng so với em . e có thể đổi hoặc gửi lại ko ạ ? áo còn nguyên ạ ,0.0
Hàng sai với hình kích thước cho trẻ con mặc cũng không vừa cực kì thất vọng với tiki và shop Đưa áo sai loại,0.0
"Trong hình thì quá tuyệt vời , mặc vài bữa xù lông hết . Lại còn ngắn nữa , như áo khoát lửng vậy. ",0.0
"yêu cầu loại shop này ra khỏi danh sách nhà cung cấp của tiki, giao hàng ko đúng với hình. tiki làm ăn với đối tác như này mất hết uy tín ko hài lòng",0.0
"các bạn nhìn áo mình vừa mua và áo của Tiki thì các bạn nghĩ thế nào nào. chắc ko bao giờ mua nữa, làm ăn vậy chắc chào thua luôn ko bao giờ muốn mua đồ trên này nữa thật thất vọng",0.0
"san phẩm ko đúng  áo  len  mà  Giao  vải  khác hàng xấu tệ đúng là trao đầu dê bán thịt cho,,,,, bán hàng đề nghị. có lương tâm xíu thì may ra bán mới dễ nhiu hàng nha shop.... ahihi lừa đảo 123",0.0
"Sản phẩm giao bán là áo len bo gấu hình ảnh rõ đẹp nhưng khi giao hàng lại là áo thun. Chán, mình đã trả lại. Tiki dạo này đang dần bớt uy tín về chất lượng sp. ",0.0
"Hàng quá mỏng, vải gião tuếch ra, chất lượng kém, mọi người lên cân nhắc ",0.0
Màu áo hoàn toàn k không nhau. Trên ảnh một màu. Và khi nhận lại là một màu khác. ,0.0
"Sản phẩm kém chất lượng , mở ra là yến mạch tràn ra ngoài rồi , biết sản phẩm đã bị chuột cắn thế này tại sao còn đi giao cho khách ? Đề nghị đổi trả lại ngay để cho tôi còn sử dụng và đừng tái diễn lại lần thứ 2 . Quá tệ",0.0
Ngoại quan nhìn khá bắt mắt nhưng khi xem NSX và HSD thì thấy thể hiện cùng 1 ngày còn năm thì tới tận 2021?? Giờ biếu cũng không được mà ăn cũng chẳng muốn. Mắc lỗi đóng gói,0.0
"thấy viết free size cho cỡ chân dưới 43, nhưng mà mình đi giày size 41 mà không xỏ nổi. Chân tầm 39 đổ xuống may ra mới vừa. Size quá nhỏ, 41 không vừa.",0.0
"chưa bàn về nội dung,nhưng mà cảm giác tôi vừa mới được mua một cuốn sách cũ, bìa thì nhăn, chất lượng giấy thì tệ.nhìn chung từ giờ tôi có lẽ phải có một cách nhìn khác về mua hàng trên tiki ",0.0
"Mình mua sách trên tiki vì nghĩ sách có bản quyền và in đẹp, ai ngờ quyển sách yêu thích nhận được lại không tưởng. Sách in nhoè nhoẹt quá! Buồn! ",0.0
"2 bìa đều bị gẫy, bìa dính vết bẩn, mép bẩn, góc sách bị cũ, nát. 100% đã qua sử dụng. Còn chưa kịp đọc bên trong xem có vấn đề gì không. Thật sự rất thất vọng! Sách rất rất cũ!!",0.0
Sàn phẩm đặt mua là bơm xe đạp xách tay. mà giao hàng là đèn LED năng lượng mặt trời. SHOP xem lại vấn đề này nhé. có đổi lại đúng hàng được ko đây TIKI???????????? bán sai sản phẩm,0.0
Rất không hài lòng về sản phẩm. Sp mua về không bơm dc vì bị xì. Mua của tiki biết bao sản phẩm mà lần này thật thất vọng. Hi vọng bên cung cấp kiểm tra hàng trước khi giao để không bị mất khách hàng. ,0.0
"Nhìn ngoài rẻ tiền, sơn tróc
Bao bì đóng gói bị cũ và ố vàng
Quan trọng là áp suất 120PSI ko đúng, bơm thiếu hơi,bơm mãi mới căng xe Không xứng đáng với giá tiền",0.0
"Nhận hàng được mấy ngày, giờ mới mở ra. Shop giao thiếu tay cầm rồi. Giờ làm sao bơm ",0.0
"Tiki luôn làm việc giao hàng
Còn về sản phẩm thì quá tệ.
Hình ảnh chỉ mang tính chất minh họa. Chất lượng thì thua cả hàng ngoài chợ. Không có nhãn mác hay bất cứ thông tin về sản phẩm. Không có nhãn mác thương hiệu.",0.0
